Name,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PrimaryTemp,BPOM
Tank 7 Farmhouse Ale Clone,Clone Beer,43,18.93,1.0759999999999998,1.016,7.86,43.68,4.44,20.82,60,1.069,65.0,1.5,Specific Gravity,All Grain,1.5,2
Citra Zythos,American Light Lager,9,21.0,1.1,1.025,9.86,56.41,13.14,11.0,60,1.1909999999999998,35.0,2.1850179985601157,Specific Gravity,extract,2.1850179985601157,3
Blackberry Wheat,Weizen/Weissbier,170,20.82,1.054,1.014,5.22,16.79,2.8,28.39,60,1.0390000000000001,75.0,1.5,Specific Gravity,All Grain,1.5,2
Imperial India Pale Ale,Imperial IPA,86,18.93,1.085,1.016,9.04,0.0,15.99,18.93,60,1.0817248832989823,75.0,1.808331280788176,Specific Gravity,extract,1.808331280788176,3
Mista Citra,American IPA,7,20.82,1.0590000000000002,1.015,5.79,72.45,8.96,29.34,60,1.042,75.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
Kern Citra,Imperial IPA,86,22.71,1.072,1.018,7.12,94.25,6.25,34.07,70,1.048,70.0,1.25,Specific Gravity,All Grain,1.25,2
Alebaster Brew,American Amber Ale,4,18.93,1.0659999999999998,1.018,6.23,49.93,11.95,11.36,60,1.11,35.0,2.1336110307414087,Specific Gravity,extract,2.1336110307414087,2
Grasshopper IPA,American IPA,7,18.93,1.064,1.015,6.42,58.64,8.26,15.14,60,1.08,50.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
West Coast IPA,American Pale Ale,10,23.0,1.068,1.0170000000000001,6.67,85.35,6.47,32.5,75,1.048,70.0,2.5,Specific Gravity,All Grain,2.5,2
2015-04-19 psenice,Weizen/Weissbier,170,25.0,10.8833,2.79549,4.3,12.05,3.36,28.0,90,9.8,70.0,4.0,Plato,All Grain,4.0,2
Pseudo-lambic,Straight (Unblended) Lambic,158,11.5,1.052,1.004,6.39,4.69,4.26,15.0,90,1.04,80.0,3.0,Specific Gravity,All Grain,3.0,2
Jerky Teet BOP,Spice  Herb  or Vegetable Beer,155,41.64,1.084,1.022,8.66,0.0,32.35,41.64,55,1.084,66.5,1.1,Specific Gravity,All Grain,1.1,6
Baja California Uncommon IPL,Premium American Lager,124,20.82,1.073,1.018,7.32,107.96,8.53,28.39,60,1.054,70.0,1.5,Specific Gravity,All Grain,1.5,2
Brett's Winter Warmer,Winter Seasonal Beer,174,50.0,1.061,1.014,6.21,19.56,13.26,55.0,70,1.056,76.0,3.0,Specific Gravity,All Grain,3.0,2
Bube's Export Stout,Irish Extra Stout,91,416.4,1.061,1.0170000000000001,5.68,36.48,50.0,416.4,60,1.061,70.0,1.5,Specific Gravity,All Grain,1.5,5
Ballast Point - Sculpin Clone,American IPA,7,20.0,1.07,1.016,7.09,95.49,7.01,28.4,60,1.0490000000000002,65.0,3.0,Specific Gravity,All Grain,3.0,2
My Ruca Red IPA,Specialty IPA: Red IPA,150,1400.6,14.6111,2.4041799999999998,6.57,55.93,11.66,1552.02,60,13.2,96.0,1.5,Plato,All Grain,1.5,2
Awesome Recipe,Weissbier,169,21.0,1.334,1.083,32.86,0.0,13.88,11.0,60,1.5,35.0,2.677646655231561,Specific Gravity,extract,2.677646655231561,3
Mrkonji? Pale Ale,American Pale Ale,10,30.0,1.052,1.0090000000000001,5.67,48.95,6.89,36.8,60,1.042,70.0,2.2804632561436686,Specific Gravity,BIAB,2.2804632561436686,2
Stop Your Weizen,Weizen/Weissbier,170,20.82,1.056,1.014,5.56,22.49,3.87,28.39,60,1.041,70.0,1.5,Specific Gravity,All Grain,1.5,2
Magpies' Hasty Return,British Brown Ale,34,19.87,1.043,1.0190000000000001,3.17,42.99,18.81,23.66,60,1.036,74.0,2.0127385892116183,Specific Gravity,BIAB,2.0127385892116183,2
Djuzas APA,American Pale Ale,10,23.0,1.0590000000000002,1.0190000000000001,5.31,14.53,10.09,7.0,60,1.194,35.0,2.2804632561436686,Specific Gravity,extract,2.2804632561436686,2
New England IPA,American IPA,7,19.87,1.071,1.018,6.93,68.91,6.82,28.39,60,1.05,72.0,1.5,Specific Gravity,All Grain,1.5,2
Barleywine,American Barleywine,5,6.81,1.104,1.025,10.4,42.07,20.28,15.14,60,1.047,71.0,1.6704563106796118,Specific Gravity,BIAB,1.6704563106796118,3
Scottish 1 2015,Scottish Export,136,18.93,1.07,1.021,6.44,25.11,20.1,28.39,120,1.047,82.0,1.25,Specific Gravity,All Grain,1.25,2
NEIPA #2,American IPA,7,8.0,1.065,1.016,6.45,90.16,7.64,12.0,60,1.043,55.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
Abbey Beer,Trappist Single,165,23.0,1.057,1.013,5.82,20.58,6.59,27.0,75,1.0490000000000002,70.0,3.0,Specific Gravity,All Grain,3.0,2
LME SAAZ,Specialty IPA: Brown IPA,149,20.0,1.0590000000000002,1.01,6.44,72.27,19.55,23.0,60,1.051,35.0,2.2455769230769227,Specific Gravity,extract,2.2455769230769227,2
Mosaic IPA,American IPA,7,18.93,1.069,1.0170000000000001,6.83,58.67,8.37,26.5,60,1.0490000000000002,65.0,1.25,Specific Gravity,All Grain,1.25,2
El Citrador IPA,American IPA,7,45.42,1.078,1.01,8.96,110.79,5.68,53.94,60,1.0659999999999998,72.0,1.5,Specific Gravity,All Grain,1.5,3
1 Gallon Glacier Pale,American Pale Ale,10,3.79,1.064,1.011,6.97,32.16,9.6,6.62,60,1.037,70.0,1.2,Specific Gravity,All Grain,1.2,2
Brenda Weizen,Weizen/Weissbier,170,200.0,1.0490000000000002,1.0090000000000001,5.13,15.0,4.47,200.0,60,1.0490000000000002,80.0,3.0,Specific Gravity,All Grain,3.0,2
MCC IPA,American IPA,7,20.82,1.057,1.014,5.56,55.57,4.19,30.28,60,1.0390000000000001,78.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
SKÖL tävling,American Light Lager,9,18.0,1.064,1.016,6.31,0.0,6.97,22.0,60,1.052,70.0,3.0,Specific Gravity,All Grain,3.0,2
Messin Around,Old Ale,116,18.93,1.075,1.014,7.99,72.35,13.18,11.36,60,1.125,35.0,2.1683040935672513,Specific Gravity,extract,2.1683040935672513,2
Black and Gold,Dry Stout,58,20.82,1.063,1.0170000000000001,5.99,41.97,32.36,28.39,75,1.046,70.0,1.5,Specific Gravity,All Grain,1.5,5
Ptich black chocolate v1.2,American Stout,12,24.0,1.056,1.018,5.24,49.17,50.0,30.0,60,1.045,70.0,3.0,Specific Gravity,All Grain,3.0,5
#033 PINKMAGGIT Brewing CCC IPA,Specialty IPA: Black IPA,148,8.0,1.065,1.011,7.09,113.33,6.75,10.5,60,1.0490000000000002,65.0,4.7,Specific Gravity,All Grain,4.7,2
Hefe,Weizen/Weissbier,170,19.87,1.052,1.014,5.05,11.14,4.7,11.36,60,1.0753756749488255,60.0,2.247236286919832,Specific Gravity,extract,2.247236286919832,2
Ingefær Sommerpils (glutenfri),German Pilsner (Pils),81,50.0,1.055,1.008,6.15,31.62,5.66,60.0,60,1.046,70.0,3.0,Specific Gravity,All Grain,3.0,2
Booming Owens,American IPA,7,20.82,1.062,1.015,6.2,84.69,4.27,28.39,60,1.045,80.0,1.5,Specific Gravity,All Grain,1.5,2
Grape Wheatwine,Wheatwine,172,37.9,1.0979999999999999,1.015,10.9,68.71,4.89,41.6,90,1.089,75.0,4.2,Specific Gravity,All Grain,4.2,3
Nate's Wicked Journey,American Brown Ale,6,20.82,1.061,1.018,5.58,31.48,18.48,24.61,60,1.051,70.0,1.5,Specific Gravity,All Grain,1.5,2
Marzen,Munich Helles,109,22.0,1.044,1.011,4.27,1.07,4.76,8.0,10,1.12,35.0,2.0239450000000003,Specific Gravity,Partial Mash,2.0239450000000003,2
#142 - Struck  As With a Hard Blow,Alternative Grain Beer,2,24.61,1.048,1.0090000000000001,5.22,48.74,7.16,27.44,30,1.043,70.0,1.92,Specific Gravity,All Grain,1.92,2
Pancake Ale,American IPA,7,25.0,1.062,1.015,6.11,55.41,6.95,31.0,60,1.05,65.0,3.0,Specific Gravity,All Grain,3.0,2
Munich Helles,Munich Helles,109,19.87,1.048,1.011,4.88,18.47,4.84,24.61,90,1.0390000000000001,68.0,1.25,Specific Gravity,All Grain,1.25,2
Long trail harvest,American Brown Ale,6,20.82,1.053,1.015,5.02,13.26,14.81,11.36,60,1.097,75.0,1.9293349131121658,Specific Gravity,Partial Mash,1.9293349131121658,2
Fresh smoked red 2.0,Irish Red Ale,92,20.82,1.058,1.014,5.77,36.99,21.61,28.39,60,1.043,70.0,1.5,Specific Gravity,All Grain,1.5,2
Single hop APA,American Pale Ale,10,9.46,1.05,1.012,5.06,30.37,4.38,11.36,30,1.042,25.0,2.2804632561436686,Specific Gravity,extract,2.2804632561436686,2
Munich Helles,Munich Helles,109,20.82,1.05,1.008,5.48,20.14,4.23,24.61,90,1.042,72.0,2.0239450000000003,Specific Gravity,BIAB,2.0239450000000003,2
Allosaurus Amber,American Amber Ale,4,20.82,1.052,1.014,5.07,35.1,11.14,28.39,90,1.038,70.0,1.2,Specific Gravity,All Grain,1.2,2
Doppelbock,Doppelbock,54,20.82,1.079,1.0190000000000001,7.84,27.83,16.11,28.39,60,1.058,70.0,1.5,Specific Gravity,All Grain,1.5,2
Fruit Smoothie IPA,Fruit Beer,75,151.42,1.0859999999999999,1.0270000000000001,7.78,68.42,5.81,170.34,60,1.0759999999999998,72.0,1.15,Specific Gravity,All Grain,1.15,2
Ale From IPAnema,Imperial IPA,86,18.93,1.07,1.012,7.56,100.68,7.26,24.61,90,1.054,75.0,1.5,Specific Gravity,All Grain,1.5,2
Sierra Nevada Pale Ale,American Pale Ale,10,26.9,1.054,1.01,5.8,37.48,8.37,32.2,70,1.045,79.0,2.2804632561436686,Specific Gravity,BIAB,2.2804632561436686,2
Winters Lagging,American Light Lager,9,20.82,1.063,1.015,6.2,24.52,10.32,28.39,60,1.046,72.0,2.1850179985601157,Specific Gravity,BIAB,2.1850179985601157,2
Idler IPA,American IPA,7,22.71,1.071,1.0170000000000001,7.16,71.79,9.56,32.18,60,1.05,70.0,1.3,Specific Gravity,All Grain,1.3,2
Viena lager,Vienna Lager,167,19.0,1.053,1.008,5.92,23.51,17.44,27.0,70,1.037,65.0,2.373735042735042,Specific Gravity,BIAB,2.373735042735042,2
The pale ale,American Pale Ale,10,25.0,1.044,1.008,4.82,34.69,9.45,28.0,90,1.04,75.0,3.0,Specific Gravity,All Grain,3.0,2
Brun kjeks,Southern English Brown,143,23.0,1.045,1.015,3.99,20.98,23.11,20.0,90,1.052,70.0,3.0,Specific Gravity,All Grain,3.0,2
Citrus Pale Ale,American Pale Ale,10,18.93,1.055,1.014,5.54,33.07,8.61,15.14,60,1.069,50.0,2.2804632561436686,Specific Gravity,Partial Mash,2.2804632561436686,2
Belgisk Blonde,Belgian Pale Ale,24,21.0,1.058,1.013,5.94,21.82,8.06,31.0,90,1.0390000000000001,77.0,3.2,Specific Gravity,All Grain,3.2,2
AlppIPA,American Pale Ale,10,18.0,1.07,1.0170000000000001,6.9,189.49,5.71,25.0,90,1.05,63.0,3.0,Specific Gravity,All Grain,3.0,2
NEIPA #3,American IPA,7,21.0,1.06,1.014,6.04,105.32,4.7,33.0,60,1.038,65.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
Brooklyn Brewshop Everyday IPA,American IPA,7,3.5,1.04,1.01,3.96,116.11,7.19,11.0,60,1.013,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
Galaxy Pale,American Pale Ale,10,25.0,1.054,1.0090000000000001,5.86,32.94,6.15,35.0,60,1.038,75.0,3.0,Specific Gravity,All Grain,3.0,2
#0017 AHS Lemon Wheat,Weissbier,169,20.82,1.045,1.011,4.38,23.08,3.74,24.61,60,1.038,35.0,2.677646655231561,Specific Gravity,extract,2.677646655231561,2
Yorkshire Bitter,Special/Best/Premium Bitter,144,21.0,1.043,1.011,4.25,34.98,13.33,26.5,60,1.034,80.0,2.5249065957446795,Specific Gravity,All Grain,2.5249065957446795,2
Squeaking Vala Coconut Pineapple Saison,Saison,134,20.82,1.051,1.008,5.84,35.3,5.77,26.5,90,1.04,45.0,1.25,Specific Gravity,All Grain,1.25,2
Oud Bruin,Oud Bruin,122,11.4,1.061,1.018,5.6,20.83,20.9,15.2,60,1.046,70.0,2.5,Specific Gravity,All Grain,2.5,2
British Kölsch,Kölsch,94,5.0,1.0490000000000002,1.012,4.83,26.71,5.53,5.0,60,1.0490000000000002,76.0,4.0,Specific Gravity,All Grain,4.0,2
German Weissbier,Weissbier,169,20.82,1.051,1.013,5.01,13.09,4.39,32.18,90,1.033,65.0,1.5,Specific Gravity,All Grain,1.5,2
3 rye session pale,American Pale Ale,10,22.71,1.043,1.011,4.24,26.29,9.6,26.5,60,1.037,70.0,1.25,Specific Gravity,All Grain,1.25,2
Double Batch Pilsner II,International Pale Lager,90,37.85,1.046,1.011,4.57,24.66,4.47,30.28,60,1.057,70.0,2.6476447474747475,Specific Gravity,Partial Mash,2.6476447474747475,2
Speidel # Kölsch,Kölsch,94,25.0,1.05,1.013,4.97,25.43,3.29,28.5,70,1.0462410946841019,80.0,2.0564335754189935,Specific Gravity,All Grain,2.0564335754189935,2
Warcoe Camarillo Session IPA,Specialty Beer,145,18.93,1.05,1.015,4.57,39.68,16.81,28.39,60,1.033,70.0,1.25,Specific Gravity,All Grain,1.25,2
Bitter,Special/Best/Premium Bitter,144,10.0,1.044,1.011,4.37,30.53,8.39,12.0,60,1.037,73.0,3.0,Specific Gravity,All Grain,3.0,2
Extra stout,Foreign Extra Stout,72,23.0,1.0659999999999998,1.018,6.28,40.16,50.0,28.5,90,1.053,70.0,3.0,Specific Gravity,All Grain,3.0,5
Dubbel,Belgian Dubbel,22,22.0,16.3455,3.86426,6.79,20.35,10.92,30.0,60,12.2,78.0,3.0,Plato,All Grain,3.0,2
Kalvin IPA,American IPA,7,20.82,1.061,1.0170000000000001,5.72,87.1,7.13,11.36,60,1.111,25.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
23 Hour Lockdown Pale Ale,American Pale Ale,10,23.0,1.047,1.0090000000000001,5.05,43.9,9.0,11.0,60,1.099,35.0,2.2804632561436686,Specific Gravity,extract,2.2804632561436686,2
Tempe Closet Kriek,Lambic,98,20.82,12.5925,3.24951,5.01,10.0,3.37,26.5,90,10.0,75.0,1.25,Plato,All Grain,1.25,2
Apa2,American Pale Ale,10,23.0,1.054,1.012,5.53,21.79,5.2,10.0,60,1.124,35.0,2.2804632561436686,Specific Gravity,extract,2.2804632561436686,2
Infinite Wishes,English Barleywine,63,18.93,1.128,1.037,12.01,55.46,35.17,24.61,120,1.099,70.0,1.0,Specific Gravity,All Grain,1.0,6
Strandefjorden IPA,American IPA,7,25.0,1.064,1.011,6.96,68.74,11.25,28.5,60,1.056,75.0,3.0,Specific Gravity,All Grain,3.0,2
Amarillo Acid Test,American Pale Ale,10,3.79,1.043,1.011,4.22,48.01,2.96,4.73,60,1.034,35.0,2.2804632561436686,Specific Gravity,extract,2.2804632561436686,2
Kriek Geuze,Fruit Lambic,77,24.61,1.048,1.0070000000000001,5.38,6.99,3.89,30.28,90,1.0390000000000001,61.0,0.25,Specific Gravity,All Grain,0.25,2
Saison Azimut-fr,Saison,134,150.0,1.053,1.0090000000000001,5.8,31.25,7.64,160.0,60,1.05,77.0,3.0,Specific Gravity,All Grain,3.0,2
Hop Showcase - Cascade,American IPA,7,18.93,1.06,1.015,5.91,60.65,4.53,20.82,60,1.055,58.0,1.5,Specific Gravity,All Grain,1.5,2
IRA,Irish Red Ale,92,24.0,1.06,1.011,6.42,19.71,15.05,28.5,60,1.05,70.0,3.0,Specific Gravity,All Grain,3.0,2
Rainy Day Weisen,Weissbier,169,41.64,1.048,1.011,4.77,9.44,3.8,51.1,60,1.0390000000000001,70.0,1.25,Specific Gravity,All Grain,1.25,2
Awesome Recipe,American Light Lager,9,1250.0,15.4578,4.02004,6.21,0.0,28.13,1300.0,60,14.9,80.0,3.0,Plato,All Grain,3.0,5
Carrot IPA,American IPA,7,18.93,1.061,1.0170000000000001,5.8,94.62,8.27,15.14,60,1.0759999999999998,60.0,2.0243738248981953,Specific Gravity,Partial Mash,2.0243738248981953,2
Pilsner - German,International Pale Lager,90,22.71,1.048,1.01,4.99,33.38,2.88,29.34,90,1.037,78.0,1.5,Specific Gravity,All Grain,1.5,2
Sageson,Saison,134,20.82,1.055,1.013,5.52,36.51,9.66,25.55,90,1.044,75.0,1.4,Specific Gravity,All Grain,1.4,2
Ofest Dunkel,Munich Dunkel,108,18.93,1.045,1.011,4.46,26.71,16.52,18.93,60,1.045,60.0,1.25,Specific Gravity,All Grain,1.25,2
IIPA,Imperial IPA,86,14.0,1.083,1.0170000000000001,8.78,73.32,9.67,17.0,60,1.069,70.0,2.6,Specific Gravity,All Grain,2.6,3
Merr-Ale Amber,American Amber Ale,4,37.85,1.053,1.012,5.26,32.81,11.14,41.64,60,1.048,70.0,1.4,Specific Gravity,All Grain,1.4,2
TorreAlta Stout # 1,Oatmeal Stout,114,17.0,1.052,1.012,5.18,36.17,35.9,27.0,60,1.033,70.0,3.0,Specific Gravity,All Grain,3.0,5
Russian Imperial Stout,Russian Imperial Stout,132,18.93,1.09,1.023,8.77,75.4,50.0,27.67,60,1.055,65.0,1.25,Specific Gravity,All Grain,1.25,6
Biermuncher's Centennial Blonde - GF,Blonde Ale,30,20.82,1.0490000000000002,1.011,5.05,21.43,5.07,23.09,60,1.044,78.0,1.5,Specific Gravity,All Grain,1.5,2
Marshall Nose IPA,American IPA,7,21.0,16.2125,3.59565,6.86,52.19,5.29,30.0,60,10.5,60.0,2.5,Plato,All Grain,2.5,2
Atom (1/18/17),Gueuze,83,37.85,1.05,1.014,4.79,11.54,3.39,43.53,60,1.044,79.0,1.5,Specific Gravity,All Grain,1.5,2
Awesome Recipe,Russian Imperial Stout,132,20.0,1.0979999999999999,1.0170000000000001,10.64,63.23,37.68,23.0,60,1.0859999999999999,75.0,3.0,Specific Gravity,All Grain,3.0,6
FESes Are Cool,Foreign Extra Stout,72,20.82,1.073,1.0170000000000001,7.29,78.43,36.93,27.25,60,1.056,78.0,1.53,Specific Gravity,All Grain,1.53,5
Monroe Blonde,Blonde Ale,30,41.64,1.048,1.012,4.68,5.51,4.64,51.1,60,1.0390000000000001,75.0,1.4,Specific Gravity,All Grain,1.4,2
Wes's Fresh Squeezed - Extract,American IPA,7,19.87,1.0659999999999998,1.013,7.04,42.63,7.05,22.71,60,1.058,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
Piney Promise,American IPA,7,20.82,1.071,1.0190000000000001,6.73,91.97,6.31,28.39,60,1.052,70.0,1.5,Specific Gravity,All Grain,1.5,2
My NEIPA,Double IPA,56,15.0,1.084,1.0190000000000001,8.48,51.85,7.41,18.0,60,1.07,75.0,2.8,Specific Gravity,All Grain,2.8,3
SMASH American Ale,American Pale Ale,10,18.93,1.051,1.013,5.04,42.41,2.8,11.36,60,1.07,35.0,2.2804632561436686,Specific Gravity,extract,2.2804632561436686,2
PIROUETTE,Belgian Blond Ale,20,9.0,1.061,1.012,6.51,29.13,5.59,15.0,60,1.037,55.0,3.0,Specific Gravity,All Grain,3.0,2
Vanilla Caramel Porter,Robust Porter,129,22.71,1.0590000000000002,1.015,5.75,24.97,31.91,27.44,75,1.0490000000000002,73.0,1.25,Specific Gravity,All Grain,1.25,5
Sauvin Saison,Saison,134,20.82,1.045,1.0090000000000001,4.73,27.92,4.46,26.5,60,1.036,70.0,1.5,Specific Gravity,All Grain,1.5,2
C-Hop Top IPA,American IPA,7,79.99,1.056,1.012,5.75,48.76,5.86,87.1,60,1.051,80.0,1.5,Specific Gravity,All Grain,1.5,2
Rödskinnet från Brugge,Specialty IPA: Belgian IPA,147,20.0,1.078,1.018,7.79,59.16,14.92,24.0,60,1.065,70.0,2.5,Specific Gravity,All Grain,2.5,2
Holiday Ale,American Amber Ale,4,17.03,1.074,1.0170000000000001,7.47,39.68,26.68,9.46,55,1.133,35.0,2.1336110307414087,Specific Gravity,extract,2.1336110307414087,5
Cascade Single Hop Ale 3rd edition,American IPA,7,21.0,1.057,1.016,5.38,39.31,11.64,25.0,70,1.048,75.0,3.0,Specific Gravity,All Grain,3.0,2
Hellagood Stout,Russian Imperial Stout,132,20.82,1.114,1.0270000000000001,11.44,92.03,50.0,25.36,60,1.094,70.0,1.25,Specific Gravity,All Grain,1.25,6
Chocolate Raspberry Porter,American Porter,11,416.4,16.0894,3.53689,6.82,37.76,34.26,461.82,60,14.0,86.0,1.25,Plato,All Grain,1.25,5
Breakfast Stout,Sweet Stout,162,5.68,1.078,1.018,7.88,43.08,47.13,7.57,60,1.0590000000000002,70.0,2.0088648111332006,Specific Gravity,BIAB,2.0088648111332006,5
Dagmar Mocha Porter,Robust Porter,129,20.82,1.054,1.014,5.14,61.04,35.36,9.46,60,1.1179999999999999,35.0,1.9681428571428576,Specific Gravity,Partial Mash,1.9681428571428576,5
Soltice sasion,California Common Beer,39,18.93,1.063,1.018,5.86,51.27,7.09,26.5,60,1.045,66.0,1.5,Specific Gravity,All Grain,1.5,2
Highlands American Pale Ale,American Pale Ale,10,20.0,1.047,1.008,5.01,37.11,5.81,28.5,60,1.033,60.0,15.0,Specific Gravity,All Grain,15.0,2
New pale,American Pale Ale,10,20.0,1.0490000000000002,1.01,5.02,38.68,6.01,28.0,60,1.035,80.0,3.0,Specific Gravity,All Grain,3.0,2
Porter,Robust Porter,129,19.0,1.065,1.011,7.13,27.62,21.9,24.0,60,1.052,70.0,3.0,Specific Gravity,All Grain,3.0,2
Spicy Ginger Honey Rye Wheat,American Wheat Beer,14,20.82,1.063,1.016,6.16,21.11,6.89,26.5,60,1.0490000000000002,70.0,1.9064315245478038,Specific Gravity,BIAB,1.9064315245478038,2
Polish Pale Ale,English IPA,65,20.0,1.058,1.015,5.75,45.78,13.56,12.0,60,1.097,35.0,2.4856328293736496,Specific Gravity,extract,2.4856328293736496,2
Awesome Recipe,California Common Beer,39,2.0,1.068,1.0170000000000001,6.73,23.76,21.85,3.0,60,1.046,35.0,3.0,Specific Gravity,All Grain,3.0,2
New ryepa,Specialty IPA: Rye IPA,151,18.93,1.061,1.014,6.14,78.02,6.52,26.5,60,1.044,70.0,1.25,Specific Gravity,All Grain,1.25,2
Chocolate Cherry Bock,Traditional Bock,163,17.03,1.068,1.018,6.52,41.68,15.97,24.61,90,1.047,70.0,1.25,Specific Gravity,All Grain,1.25,2
Pale Ass,American Pale Ale,10,22.5,1.061,1.015,6.09,49.09,7.29,28.5,60,1.048,75.0,2.2804632561436686,Specific Gravity,BIAB,2.2804632561436686,2
Jeremiah Red Clone,Irish Red Ale,92,18.93,1.068,1.014,7.07,0.0,16.04,24.61,60,1.0537163747410985,75.0,2.2631598877980363,Specific Gravity,All Grain,2.2631598877980363,2
Has Been 2.0,Specialty IPA: White IPA,152,500.1,14.1016,2.78439,6.09,38.41,7.45,590.1,70,12.0,75.0,2.9,Plato,All Grain,2.9,2
Sagene Soldiers Juleøl,Winter Seasonal Beer,174,27.5,1.071,1.016,7.2,18.44,15.4,35.0,60,1.056,70.0,1.970217391304347,Specific Gravity,BIAB,1.970217391304347,2
Tailgater's Fizzy Yellow Beer,Blonde Ale,30,18.93,1.045,1.011,4.43,26.99,5.03,24.61,60,1.035,70.0,1.5,Specific Gravity,All Grain,1.5,2
30 Minute Cascade,American IPA,7,20.0,1.055,1.015,5.17,40.79,10.59,12.0,30,1.091,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
Well Deck IPA,American IPA,7,20.82,1.057,1.014,5.62,59.39,10.68,11.36,60,1.105,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
First SMaSH,American Pale Ale,10,20.82,1.055,1.014,5.37,35.77,5.57,24.61,60,1.048214937299522,80.0,2.2804632561436686,Specific Gravity,All Grain,2.2804632561436686,2
Mean Black Spider,Foreign Extra Stout,72,23.0,1.06,1.015,5.85,3.84,46.53,5.0,20,1.101,85.0,2.297752808988765,Specific Gravity,Partial Mash,2.297752808988765,5
Dos equis/corona/tsingtao fusion,International Pale Lager,90,20.82,1.05,1.014,4.71,22.08,4.16,28.39,60,1.037,70.0,1.33,Specific Gravity,All Grain,1.33,2
Rye Saison,Saison,134,41.64,1.051,1.0090000000000001,5.55,21.08,3.5,51.1,60,1.042,75.0,1.8,Specific Gravity,All Grain,1.8,2
Bone Dry Irish Stout,Irish Stout,93,3.79,1.06,1.015,5.91,98.9,50.0,3.79,60,1.06,35.0,2.098873417721519,Specific Gravity,extract,2.098873417721519,5
Awesome Recipe,Munich Helles,109,50.0,1.046,1.008,4.98,20.27,4.12,75.0,75,1.03,75.0,3.0,Specific Gravity,All Grain,3.0,2
West Coast Blaster,American Amber Ale,4,41.64,1.0659999999999998,1.0170000000000001,6.53,80.22,12.02,53.0,60,1.052,70.0,2.1336110307414087,Specific Gravity,Partial Mash,2.1336110307414087,2
Hoppy_Lager_II,American Wheat Beer,14,15.14,1.048,1.013,4.65,42.96,3.15,19.68,60,1.037,75.0,2.0,Specific Gravity,All Grain,2.0,2
Mango/Hananero Pale Ale V2.,American Pale Ale,10,22.71,1.068,1.016,6.84,34.08,6.32,28.39,90,1.055,86.0,1.45,Specific Gravity,All Grain,1.45,2
Summer IPA,American IPA,7,15.14,1.063,1.012,6.71,60.33,5.92,18.93,45,1.043,84.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
DOS EQUIS AMBER CLONE,American Brown Ale,6,39.75,15.0245,2.7788,6.61,32.15,13.47,49.21,60,12.3,75.0,1.0,Plato,All Grain,1.0,2
Bastard brew,Old Ale,116,37.85,1.078,1.0270000000000001,6.69,103.71,15.21,45.42,60,1.065,80.0,1.5,Specific Gravity,All Grain,1.5,2
El Trio,Belgian Tripel,26,24.0,1.087,1.011,9.96,40.22,4.11,27.7,60,1.075,75.0,2.5,Specific Gravity,All Grain,2.5,3
Starless And Bible Black,Russian Imperial Stout,132,29.0,1.084,1.016,9.65,44.71,42.15,32.0,60,1.077,51.0,3.1,Specific Gravity,All Grain,3.1,6
Svart Kanin IPA,American IPA,7,35.0,1.072,1.0190000000000001,6.98,77.5,26.66,44.0,90,1.057,68.0,3.0,Specific Gravity,All Grain,3.0,5
Murky Water Black Sea,American Stout,12,18.93,1.062,1.016,6.03,66.37,38.97,11.36,60,1.103,35.0,1.8763916786226682,Specific Gravity,extract,1.8763916786226682,5
Floydy Robust Porter,Robust Porter,129,21.0,1.057,1.014,5.71,35.65,43.21,28.5,60,1.042,75.0,1.9681428571428576,Specific Gravity,BIAB,1.9681428571428576,5
ATL Coffee Stout,American Stout,12,18.93,1.069,1.018,6.82,94.68,49.76,11.36,60,1.074,35.0,1.8763916786226682,Specific Gravity,extract,1.8763916786226682,5
Raspberry Wheat,Fruit Beer,75,7.57,1.042,1.005,4.85,21.27,4.44,8.82,70,1.036,60.0,1.5,Specific Gravity,All Grain,1.5,2
Black Label,Schwarzbier,135,32.0,1.051,1.01,5.36,31.32,28.94,32.0,90,1.051,75.0,2.8,Specific Gravity,All Grain,2.8,5
Humble Monk,Trappist Single,165,41.64,1.043,1.0070000000000001,4.67,26.11,6.5,49.21,60,1.036,80.0,1.9885769230769232,Specific Gravity,BIAB,1.9885769230769232,2
You are me,American Pale Ale,10,30.28,1.043,1.012,4.05,35.64,5.96,35.96,90,1.036,61.0,1.4,Specific Gravity,All Grain,1.4,2
