Name,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PrimaryTemp,BPOM
Oakhouse,Wood-Aged Beer,176,18.93,1.052,1.0090000000000001,5.64,34.52,12.58,22.56,60,1.043,75.0,1.35,Specific Gravity,All Grain,1.35,2
Amercan Wheat Ale simple,American Wheat Beer,14,20.82,1.0590000000000002,1.015,5.85,17.44,4.79,11.36,60,1.109,35.0,1.9064315245478038,Specific Gravity,extract,1.9064315245478038,2
William is bitter,Special/Best/Premium Bitter,144,23.09,1.043,1.014,3.83,21.62,9.81,28.39,60,1.035,80.0,1.2,Specific Gravity,All Grain,1.2,2
English Pale Ale,Special/Best/Premium Bitter,144,18.0,1.057,1.01,6.27,56.1,6.58,25.0,60,1.041,65.0,3.0,Specific Gravity,All Grain,3.0,2
Odell Double Pilsner Clone,German Pils,80,41.64,1.078,1.023,7.27,41.63,4.39,49.21,90,1.0659999999999998,72.0,1.33,Specific Gravity,All Grain,1.33,2
Citra Saison,Saison,134,20.82,1.0659999999999998,1.018,6.28,15.46,5.04,11.36,90,1.121,70.0,1.5,Specific Gravity,All Grain,1.5,2
# 7 Paradox Jura,Imperial Stout,87,46.0,1.1059999999999999,1.018,11.56,65.88,50.0,58.0,60,1.084,60.0,1.7,Specific Gravity,All Grain,1.7,6
English Brown Ale,Northern English Brown,113,21.0,1.0490000000000002,1.011,4.91,25.88,19.37,26.0,60,1.0390000000000001,70.0,3.2,Specific Gravity,All Grain,3.2,2
Sam Smith Oatmeal Stout,Oatmeal Stout,114,18.93,1.052,1.014,5.01,46.78,32.71,26.5,60,1.037,75.0,2.0342862385321103,Specific Gravity,BIAB,2.0342862385321103,5
Doberman IPA,American IPA,7,22.71,1.093,1.02,9.61,137.11,10.45,31.23,90,1.067,80.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,3
Octoberfest (Whitney),Oktoberfest/Märzen,115,22.71,1.047,1.016,4.1,36.53,10.32,28.39,60,1.038,70.0,1.5,Specific Gravity,All Grain,1.5,2
Cream ale,Cream Ale,45,22.71,1.054,1.012,5.44,19.42,2.97,30.28,60,1.04,75.0,1.905721757322176,Specific Gravity,BIAB,1.905721757322176,2
Citra APA,American Pale Ale,10,3.79,1.048,1.0090000000000001,5.09,44.72,5.42,8.71,60,1.021,55.0,2.2804632561436686,Specific Gravity,BIAB,2.2804632561436686,2
A pale ale,American Pale Ale,10,20.82,1.053,1.016,4.75,40.43,9.24,28.39,90,1.0390000000000001,70.0,1.5,Specific Gravity,All Grain,1.5,2
Ginger summer ale,Spice  Herb  or Vegetable Beer,155,22.0,1.044,1.008,4.7,38.24,4.53,28.5,60,1.034,70.0,2.7,Specific Gravity,All Grain,2.7,2
Strawberry cider,Fruit Beer,75,6.0,1.052,1.011,5.46,0.0,0.0,6.0,60,1.052,60.0,1.9556797153024905,Specific Gravity,extract,1.9556797153024905,2
Lucky dip Bière de Garde (wy3725),Bière de Garde,29,11.0,1.0659999999999998,1.015,6.66,18.55,6.17,13.0,60,1.056,70.0,5.0,Specific Gravity,All Grain,5.0,2
Helcar Pale Alt,Altbier,1,20.82,1.052,1.012,5.29,37.25,4.3,28.39,60,1.038,70.0,1.5,Specific Gravity,All Grain,1.5,2
Diamond Chocolate Coffee Porter,Robust Porter,129,18.93,1.075,1.0190000000000001,7.43,84.85,36.04,26.5,60,1.054,70.0,1.1,Specific Gravity,All Grain,1.1,5
Triple Trouble,Belgian Tripel,26,25.0,1.088,1.016,9.46,26.35,4.03,29.0,90,1.0759999999999998,76.0,2.7,Specific Gravity,All Grain,2.7,3
SafalesMix Blonde Ale,Blonde Ale,30,18.0,1.0390000000000001,1.01,3.77,23.28,6.58,23.0,60,1.03,45.0,3.0,Specific Gravity,All Grain,3.0,2
Pumpkin Milk Stout,Fruit Beer,75,22.71,1.06,1.022,4.99,27.95,37.67,27.44,60,1.05,75.0,1.5,Specific Gravity,All Grain,1.5,5
Bright Gose,Gose,82,230.0,1.052,1.0090000000000001,5.55,11.28,3.36,250.0,60,1.048,76.0,4.0,Specific Gravity,All Grain,4.0,2
SchuBrew Bretty the Brett Brett,Brett Beer,33,20.82,1.0490000000000002,1.006,5.61,34.09,4.22,28.39,60,1.036,70.0,1.7995238095238095,Specific Gravity,BIAB,1.7995238095238095,2
Baltic Porter,Baltic Porter,19,22.71,1.0859999999999999,1.0190000000000001,8.78,50.68,32.63,28.39,75,1.069,70.0,1.5,Specific Gravity,All Grain,1.5,6
Black imperial IPA,Imperial IPA,86,13.25,1.09,1.021,9.09,144.64,33.89,22.71,75,1.052,75.0,1.25,Specific Gravity,All Grain,1.25,6
Supernova Weissbier,Weissbier,169,20.82,1.051,1.012,5.16,57.01,4.78,15.14,60,1.071,35.0,2.677646655231561,Specific Gravity,Partial Mash,2.677646655231561,2
Dark Rice Ale,Belgian Dark Strong Ale,21,17.03,1.056,1.011,5.98,20.45,12.0,11.36,60,1.084,35.0,1.964594594594595,Specific Gravity,extract,1.964594594594595,2
Dragon's Milk October Beer,American Barleywine,5,18.93,1.09,1.012,10.35,86.41,8.55,22.71,90,1.075,70.0,1.5,Specific Gravity,All Grain,1.5,3
Nelsons Tropical Infusion,American Pale Ale,10,25.0,1.0490000000000002,1.008,5.34,30.59,5.17,31.0,60,1.04,84.0,5.0,Specific Gravity,All Grain,5.0,2
Biab cascade Jun17,American IPA,7,11.0,1.056,1.012,5.75,40.9,9.25,11.0,60,1.056,70.0,3.0,Specific Gravity,All Grain,3.0,2
Sierra Madre Pale Ale,Extra Special/Strong Bitter (ESB),68,20.82,1.051,1.01,5.39,37.96,7.69,11.36,55,1.093,35.0,2.1674527777777786,Specific Gravity,extract,2.1674527777777786,2
Dead RInger,American IPA,7,19.87,1.072,1.014,7.65,53.04,9.38,11.36,60,1.126,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
Russian Imperial Stout,Imperial Stout,87,19.87,1.122,1.024,14.69,90.63,50.0,24.98,75,1.097,70.0,1.8478668171557562,Specific Gravity,Partial Mash,1.8478668171557562,6
California Pale Ale - v0.0,American Pale Ale,10,24.61,1.065,1.015,6.46,41.42,6.72,28.39,60,1.056,69.0,1.25,Specific Gravity,All Grain,1.25,2
Liberty Cream Ale,American Light Lager,9,18.93,1.055,1.012,5.59,34.41,3.36,28.39,60,1.037,70.0,1.5,Specific Gravity,All Grain,1.5,2
Single Hop Amarillo Barleywine,American Barleywine,5,20.82,1.1,1.024,10.08,84.41,13.36,28.39,65,1.074,50.0,1.5,Specific Gravity,All Grain,1.5,3
Brown Dog India Pale Ale,English IPA,65,19.87,1.056,1.0170000000000001,5.12,54.58,14.52,26.5,60,1.042,70.0,1.25,Specific Gravity,All Grain,1.25,2
Red Chair Clone - 10 gal,American IPA,7,39.75,1.067,1.014,7.03,69.3,11.81,45.42,60,1.0590000000000002,70.0,1.5,Specific Gravity,All Grain,1.5,2
Burtie,English IPA,65,20.82,1.065,1.0170000000000001,6.35,56.85,6.79,24.61,40,1.055,70.0,1.5,Specific Gravity,All Grain,1.5,2
Pony Porter (PP2),Robust Porter,129,8.06,1.054,1.01,5.72,37.75,34.66,8.04,45,1.054,35.0,1.9681428571428576,Specific Gravity,extract,1.9681428571428576,5
Sex. Murder. Hops. Lager.,American IPA,7,18.9,1.053,1.014,5.16,60.97,4.71,23.1,60,1.043,75.0,3.0,Specific Gravity,All Grain,3.0,2
Green Creek Hazy IPA,American IPA,7,20.82,1.062,1.0170000000000001,5.95,39.16,11.07,23.85,60,1.054,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
IPA2,American IPA,7,20.82,1.061,1.014,6.19,75.67,7.68,13.25,60,1.0959999999999999,50.0,2.0243738248981953,Specific Gravity,Partial Mash,2.0243738248981953,2
Rye IPA,American IPA,7,20.82,1.061,1.013,6.41,86.6,9.8,28.39,60,1.045,60.0,2.0243738248981953,Specific Gravity,All Grain,2.0243738248981953,2
How Rye I Am (Rye Saison),Saison,134,19.87,1.0590000000000002,1.008,6.65,33.19,5.32,28.39,90,1.037,72.0,2.0,Specific Gravity,All Grain,2.0,2
Big Stout Recipe,Imperial Stout,87,21.77,1.13,1.046,13.02,56.8,50.0,37.85,240,1.075,65.0,1.5,Specific Gravity,All Grain,1.5,6
Eggnog Stout,Sweet Stout,162,37.85,1.082,1.0270000000000001,7.23,54.96,40.69,30.28,60,1.102,35.0,2.0088648111332006,Specific Gravity,Partial Mash,2.0088648111332006,5
Club NEIPA SMaSH Cascade,American IPA,7,20.82,1.061,1.014,6.15,33.23,3.64,25.36,60,1.05,73.0,2.0243738248981953,Specific Gravity,All Grain,2.0243738248981953,2
27D: London Brown Ale,London Brown Ale,101,20.82,1.036,1.011,3.36,14.98,27.92,28.39,60,1.0270000000000001,72.0,1.5,Specific Gravity,All Grain,1.5,5
Solvay IPA 2.0,American IPA,7,18.93,1.061,1.012,6.5,85.87,9.3,11.36,60,1.102,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
Classic Vienna,Vienna Lager,167,20.82,1.052,1.015,4.9,25.36,6.21,26.5,60,1.041,70.0,1.5,Specific Gravity,All Grain,1.5,2
Russian imperial stout1,Imperial Stout,87,20.0,1.083,1.023,7.89,94.94,47.65,26.5,60,1.063,70.0,2.7,Specific Gravity,All Grain,2.7,5
Baltisk Porter,Baltic Porter,19,50.0,1.061,1.01,6.77,28.1,30.07,60.0,60,1.051,70.0,3.0,Specific Gravity,All Grain,3.0,5
Raging Monk Boysenberry-Wheat Ale (RMB),American Wheat Beer,14,20.82,1.073,1.016,7.48,17.15,5.39,28.39,60,1.054,75.0,1.5,Specific Gravity,All Grain,1.5,2
Ryan's Roggenbier,Roggenbier (German Rye Beer),131,18.93,1.055,1.0170000000000001,5.06,19.21,17.52,24.61,60,1.042,70.0,1.835357142857143,Specific Gravity,BIAB,1.835357142857143,2
Mimic,Standard/Ordinary Bitter,157,37.85,1.0659999999999998,1.0170000000000001,6.33,42.56,22.18,35.96,60,1.069,80.0,1.5,Specific Gravity,All Grain,1.5,2
Simple Smash,American IPA,7,12.0,1.065,1.013,6.81,55.29,6.8,16.0,60,1.0490000000000002,70.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
German wheat beer,Weissbier,169,80.0,1.047,1.0070000000000001,5.3,19.86,3.89,85.0,60,1.044,35.0,2.677646655231561,Specific Gravity,extract,2.677646655231561,2
NB Black IPA Kit,Specialty IPA: Black IPA,148,18.93,1.077,1.014,8.27,109.18,29.68,22.71,60,1.064,72.0,1.5,Specific Gravity,All Grain,1.5,6
2 Hearted Clone,American IPA,7,37.85,1.063,1.013,6.5,54.83,6.96,43.91,60,1.054,65.0,1.33,Specific Gravity,All Grain,1.33,2
Paledawg2,American Pale Ale,10,23.0,1.047,1.012,4.58,13.19,3.61,6.0,60,1.178,35.0,2.2804632561436686,Specific Gravity,extract,2.2804632561436686,2
My Little Dreidel,American Brown Ale,6,20.82,1.055,1.016,5.09,25.85,20.18,28.39,60,1.041,70.0,1.5,Specific Gravity,All Grain,1.5,2
Bitterbirran,Standard/Ordinary Bitter,157,11.5,1.064,1.016,6.32,46.41,14.34,16.0,60,1.046,75.0,2.4909895054945057,Specific Gravity,BIAB,2.4909895054945057,2
City of the Sun,American IPA,7,23.0,1.057,1.01,6.16,60.94,4.47,34.4,60,1.038,72.0,2.8,Specific Gravity,All Grain,2.8,2
Golden Promise/Columbus SMaSH,American IPA,7,20.82,1.065,1.015,6.54,42.79,5.41,28.39,70,1.047,80.0,1.33,Specific Gravity,All Grain,1.33,2
Mango Gose,Gose,82,9.46,1.047,1.012,4.61,0.0,4.19,12.76,60,1.035,70.0,1.45,Specific Gravity,All Grain,1.45,2
Maibock,Maibock/Helles Bock,103,20.82,1.061,1.014,6.06,21.83,10.09,27.44,60,1.046,75.0,1.0,Specific Gravity,All Grain,1.0,2
Weiss,Weissbier,169,4.5,11.827,1.83477,5.31,11.7,4.73,5.0,60,10.7,70.0,3.5,Plato,All Grain,3.5,2
Oaked and Smoked,Belgian Specialty Ale,25,20.82,1.0759999999999998,1.0190000000000001,7.47,42.61,33.22,26.5,60,1.061168282187357,70.0,1.9328048780487803,Specific Gravity,All Grain,1.9328048780487803,5
IPA Dean Oh Style,American IPA,7,20.82,1.062,1.011,6.67,65.75,10.37,28.39,60,1.045,75.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
Amarillo,American Pale Ale,10,10.0,1.048,1.01,4.86,47.87,6.04,13.0,60,1.037,70.0,3.0,Specific Gravity,All Grain,3.0,2
NZ Pale (Eli),American Pale Ale,10,7.5,1.048,1.0090000000000001,5.12,44.45,5.09,7.5,60,1.048,78.0,2.2804632561436686,Specific Gravity,BIAB,2.2804632561436686,2
Oatmeal Coffee Breakfast Stout,American Stout,12,19.87,1.071,1.018,6.95,55.49,39.62,26.5,60,1.053,65.0,1.5,Specific Gravity,All Grain,1.5,5
Summer session,American Pale Ale,10,24.61,1.053,1.01,5.59,43.32,5.39,26.5,60,1.0490000000000002,75.0,1.3,Specific Gravity,All Grain,1.3,2
SA Old Fezziwig Clone,American Brown Ale,6,20.82,1.055,1.012,5.64,23.65,31.66,15.14,60,1.044,75.0,1.9293349131121658,Specific Gravity,Partial Mash,1.9293349131121658,5
Smash,Witbier,175,15.14,1.052,1.01,5.59,57.52,9.56,18.93,60,1.042,55.0,2.2309730831973895,Specific Gravity,BIAB,2.2309730831973895,2
Dawnbreaker IPA,English IPA,65,20.82,1.0659999999999998,1.016,6.57,47.21,10.52,28.39,60,1.048,70.0,1.5,Specific Gravity,All Grain,1.5,2
Grapefruit Pulpin,American IPA,7,19.87,1.063,1.014,6.36,50.66,5.95,30.28,90,1.041,65.0,1.5,Specific Gravity,All Grain,1.5,2
Red IPA,Specialty IPA: Red IPA,150,5.0,1.0590000000000002,1.012,6.12,66.67,15.71,8.0,60,1.037,75.0,2.0217797202797207,Specific Gravity,BIAB,2.0217797202797207,2
Speckled Cow Cream Ale (Spotted Cow Clone)...,Cream Ale,45,21.2,1.051,1.013,5.04,12.04,4.78,30.28,60,1.036,60.0,1.905721757322176,Specific Gravity,All Grain,1.905721757322176,2
Dust,American IPA,7,22.7,1.057,1.015,5.55,65.25,7.42,26.5,60,1.0490000000000002,70.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
Konrads LakrisPorter,Robust Porter,129,23.0,1.05,1.012,5.02,32.93,33.71,27.0,60,1.043,71.0,3.0,Specific Gravity,All Grain,3.0,5
IPA VI,American IPA,7,25.0,1.0490000000000002,1.0090000000000001,5.17,86.25,9.17,32.0,60,1.038,58.0,3.0,Specific Gravity,All Grain,3.0,2
14.2.16 IPA,American Light Lager,9,23.0,1.0590000000000002,1.011,6.27,62.19,4.09,16.0,50,1.085,35.0,2.1850179985601157,Specific Gravity,extract,2.1850179985601157,2
Dopplebock,Doppelbock,54,60.57,1.092,1.026,8.63,26.86,15.98,70.03,90,1.079,70.0,1.5,Specific Gravity,All Grain,1.5,3
BryllupsAPA,California Common Beer,39,55.0,1.05,1.011,5.14,34.05,10.98,34.0,60,1.081,70.0,2.4,Specific Gravity,All Grain,2.4,2
Fleaflicker 2017,International Amber Lager,88,20.82,1.055,1.014,5.51,21.82,7.99,22.71,60,1.05,75.0,2.212727272727273,Specific Gravity,BIAB,2.212727272727273,2
Brulosophy IPA (w/ 1056),American IPA,7,30.28,1.065,1.016,6.51,69.1,5.04,34.07,90,1.058,70.0,1.5,Specific Gravity,All Grain,1.5,2
Grenadier,Old Ale,116,20.82,1.08,1.021,7.86,44.84,10.83,26.5,60,1.063,70.0,1.1,Specific Gravity,All Grain,1.1,2
Jack-O-Claus,Holiday/Winter Special Spiced Beer,85,18.93,1.109,1.026,10.88,31.41,37.75,11.36,60,1.182,70.0,2.509152317880795,Specific Gravity,Partial Mash,2.509152317880795,6
15C: Irish Extra Stout,Irish Extra Stout,91,20.82,1.058,1.013,5.97,47.22,34.27,28.39,60,1.043,72.0,1.5,Specific Gravity,All Grain,1.5,5
Blond Affligem Clone,Belgian Blond Ale,20,23.0,1.061,1.014,6.12,23.32,4.72,27.0,90,1.052,70.0,3.0,Specific Gravity,All Grain,3.0,2
Skeeters's Imperial IPA,Imperial IPA,86,20.82,1.062,1.012,6.48,77.67,11.9,11.36,60,1.113,45.0,1.808331280788176,Specific Gravity,Partial Mash,1.808331280788176,2
No. 07 - Czech Pilsener,Czech Pale Lager,49,20.0,1.0490000000000002,1.012,4.81,50.05,3.46,27.0,60,1.036,70.0,2.59688679245283,Specific Gravity,BIAB,2.59688679245283,2
Light. IPA,English IPA,65,18.93,1.042,1.01,4.26,40.38,9.23,26.5,60,1.03,70.0,2.4856328293736496,Specific Gravity,BIAB,2.4856328293736496,2
STIPA,American IPA,7,23.0,1.069,1.012,7.56,79.98,7.33,32.0,60,1.05,70.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
Belgian Tripel,Belgian Tripel,26,45.42,1.083,1.011,9.52,44.85,4.61,54.89,60,1.069,80.0,1.2,Specific Gravity,All Grain,1.2,3
Leftovers IPA,American IPA,7,20.82,1.061,1.014,6.15,57.56,6.5,22.71,60,1.055,70.0,2.0243738248981953,Specific Gravity,Partial Mash,2.0243738248981953,2
Two Hearted with Comet  Cascade  and Centenn...,American IPA,7,20.82,1.063,1.014,6.55,72.44,6.64,24.61,75,1.054,70.0,1.5,Specific Gravity,All Grain,1.5,2
Pat Beer,American IPA,7,18.93,1.0490000000000002,1.0090000000000001,5.25,67.03,7.56,11.36,60,1.082,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
NEIPA,American IPA,7,23.0,1.057,1.016,5.51,35.41,5.16,29.0,90,1.046,70.0,2.0243738248981953,Specific Gravity,All Grain,2.0243738248981953,2
Mead - 161007,Other Fruit Melomel,119,20.82,1.107,1.0270000000000001,10.5,0.0,3.24,22.71,60,1.0979999999999999,35.0,1.5,Specific Gravity,All Grain,1.5,3
Without,Witbier,175,8.0,1.04,1.011,3.82,17.98,3.42,11.0,60,1.0290000000000001,35.0,2.2309730831973895,Specific Gravity,extract,2.2309730831973895,2
Bully Beer,California Common Beer,39,12.87,1.055,1.0090000000000001,6.04,17.84,11.3,18.93,60,1.038,70.0,2.0911964601769917,Specific Gravity,BIAB,2.0911964601769917,2
Peter s IPA,American IPA,7,23.0,1.069,1.015,7.1,67.61,25.34,28.0,60,1.057,75.0,2.7,Specific Gravity,All Grain,2.7,5
Cinnamon Bun Stout,Sweet Stout,162,24.61,1.082,1.025,7.52,14.87,47.04,28.39,60,1.071,74.0,1.4,Specific Gravity,All Grain,1.4,5
SWMBO,Sweet Stout,162,20.82,1.067,1.0270000000000001,5.18,25.0,41.93,26.5,60,1.052,75.0,1.25,Specific Gravity,All Grain,1.25,5
Tall  Dark  and Handsome,American Stout,12,18.93,1.063,1.0170000000000001,6.06,35.76,35.89,11.36,60,1.1059999999999999,53.0,1.8763916786226682,Specific Gravity,Partial Mash,1.8763916786226682,5
Westminsters world of back benchers 070417...,American Light Lager,9,26.0,1.058,1.014,5.71,33.91,6.64,28.5,60,1.053,61.0,3.0,Specific Gravity,All Grain,3.0,2
Ginger-Beet Saison,Saison,134,21.77,1.051,1.013,5.06,22.32,5.93,29.34,75,1.038,73.0,1.5,Specific Gravity,All Grain,1.5,2
Ordinary Bitter - COLLEY,Ordinary Bitter,118,130.0,1.034,1.01,3.26,25.93,5.4,142.02,60,1.031,71.0,2.6058383233532934,Specific Gravity,All Grain,2.6058383233532934,2
Oatmeal Stout,Oatmeal Stout,114,20.82,1.067,1.018,6.41,41.4,36.55,26.5,60,1.053,77.0,1.25,Specific Gravity,All Grain,1.25,5
Classic Saison,Saison,134,27.0,1.051,1.011,5.35,25.09,9.07,27.5,60,1.051,70.0,2.5,Specific Gravity,All Grain,2.5,2
"Victory Bier ""Duvel""",Belgian Golden Strong Ale,23,22.71,1.078,1.018,7.87,46.62,3.38,24.61,60,1.072,75.0,1.5,Specific Gravity,All Grain,1.5,2
The Yello Dello,Imperial IPA,86,22.71,1.089,1.021,8.89,112.72,9.31,30.28,60,1.0680771980603243,75.0,1.808331280788176,Specific Gravity,All Grain,1.808331280788176,3
Ye' old Barleywine,English Barleywine,63,20.82,1.092,1.02,9.39,65.37,14.26,26.5,60,1.072,75.0,1.11,Specific Gravity,All Grain,1.11,3
Nenna IPA Argentina,American IPA,7,18.0,1.058,1.012,6.1,59.67,6.98,25.0,60,1.042,70.0,3.5,Specific Gravity,All Grain,3.5,2
Schwarzbeer,Schwarzbier,135,18.93,1.05,1.011,5.07,31.16,28.58,22.71,60,1.042,70.0,1.5,Specific Gravity,All Grain,1.5,5
Spice Winter Ale,Scottish Export,136,20.82,1.042,1.011,4.16,18.15,9.77,15.14,60,1.058,35.0,1.9665546218487395,Specific Gravity,extract,1.9665546218487395,2
Peach Blonde Ale,Blonde Ale,30,37.85,1.048,1.0090000000000001,5.04,12.56,3.7,41.64,60,1.043,70.0,2.2130735220729356,Specific Gravity,BIAB,2.2130735220729356,2
"Jokers 8 ""A Queef of Hops""",American IPA,7,41.64,1.0659999999999998,1.015,6.7,66.94,4.38,48.26,60,1.057,70.0,1.15,Specific Gravity,All Grain,1.15,2
The Accoutrement,American Amber Ale,4,20.82,1.07,1.0170000000000001,6.99,58.37,15.19,28.39,60,1.051,71.0,2.1336110307414087,Specific Gravity,BIAB,2.1336110307414087,2
Naughty Neighbor,American Pale Ale,10,22.71,1.053,1.011,5.57,52.48,7.45,18.93,60,1.064,73.0,2.2804632561436686,Specific Gravity,BIAB,2.2804632561436686,2
Albino Squid Assassin Clone,Specialty IPA: Rye IPA,151,17.35,1.071,1.012,7.79,91.53,22.15,29.12,90,1.042,65.0,1.9418509615384616,Specific Gravity,BIAB,1.9418509615384616,2
Feed It Too Her,American IPA,7,20.82,1.1,1.025,9.87,97.59,6.82,18.93,30,1.102,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,3
Weissbier,Weizen/Weissbier,170,7.57,1.052,1.012,5.24,12.01,3.81,8.52,60,1.047,70.0,2.247236286919832,Specific Gravity,BIAB,2.247236286919832,2
Moose drool,American Brown Ale,6,20.82,1.053,1.016,4.79,39.3,21.13,24.61,60,1.045,65.0,1.3,Specific Gravity,All Grain,1.3,2
Fat Man Stout Porter,English Porter,66,18.93,1.047,1.01,4.8,34.63,28.39,26.5,60,1.033,60.0,1.5,Specific Gravity,All Grain,1.5,5
Sour Ale - Deja Neu Summer,Fruit Lambic,77,20.82,1.058,1.0090000000000001,6.42,9.19,4.32,22.71,60,1.053,70.0,1.790961538461539,Specific Gravity,BIAB,1.790961538461539,2
Pirate Porter,Baltic Porter,19,18.93,1.0859999999999999,1.0290000000000001,7.53,49.51,40.0,28.39,60,1.057,70.0,1.5,Specific Gravity,All Grain,1.5,5
Sip of Sunshine Clone,American IPA,7,20.82,1.074,1.015,7.62,160.82,6.12,24.61,60,1.062,75.0,1.25,Specific Gravity,All Grain,1.25,2
Hurricane Kölsch,Kölsch,94,39.75,1.056,1.013,5.66,17.44,5.43,28.39,60,1.079,80.0,1.25,Specific Gravity,All Grain,1.25,2
Zabardast,Witbier,175,18.0,1.04,1.012,3.72,11.13,3.47,19.5,90,1.037,55.0,3.0,Specific Gravity,All Grain,3.0,2
Grandma's Secret Stash,Oatmeal Stout,114,18.93,1.058,1.015,5.68,37.4,36.91,24.61,60,1.045,65.0,1.25,Specific Gravity,All Grain,1.25,5
Two Hearted Ale Replica,American IPA,7,9.46,1.057,1.014,5.66,55.69,5.71,5.68,60,1.0959999999999999,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
Cool Watermelon,Witbier,175,3.7,1.061,1.018,5.7,13.23,5.88,9.7,80,1.023,75.0,3.0,Specific Gravity,All Grain,3.0,2
Purple Lamborghini,Gose,82,20.82,1.05,1.011,5.11,15.02,3.59,26.5,90,1.04,67.0,1.5,Specific Gravity,All Grain,1.5,2
Costings for 400ltr batch,Australian Sparkling Ale,17,400.0,1.0490000000000002,1.012,4.86,33.25,5.37,430.0,60,1.046,75.0,3.0,Specific Gravity,All Grain,3.0,2
Bakke Brygg Doppelbock 50 L,Doppelbock,54,50.0,1.085,1.014,9.33,21.58,17.73,53.0,90,1.08,75.0,1.9101736111111107,Specific Gravity,All Grain,1.9101736111111107,3
RED IPA,English IPA,65,25.0,1.056,1.015,5.36,44.63,10.41,28.5,60,1.0490000000000002,65.0,3.0,Specific Gravity,All Grain,3.0,2
Saison QC,Saison,134,23.0,1.0590000000000002,1.008,6.74,27.3,4.0,25.0,60,1.054,72.0,2.4,Specific Gravity,All Grain,2.4,2
Victory Pale,American Pale Ale,10,43.53,1.056,1.0090000000000001,6.1,37.43,6.55,53.0,60,1.046,70.0,1.3,Specific Gravity,All Grain,1.3,2
Brewer's Best Whiskey Barrel Stout,American Stout,12,18.93,1.0590000000000002,1.0170000000000001,5.57,39.73,40.0,22.71,60,1.0490000000000002,35.0,1.8763916786226682,Specific Gravity,extract,1.8763916786226682,5
Porter,American Stout,12,50.0,1.058,1.013,5.9,43.7,35.74,55.0,60,1.053,70.0,3.1,Specific Gravity,All Grain,3.1,5
Tortilla Chip,Spice  Herb  or Vegetable Beer,155,41.64,1.051,1.012,5.17,13.89,3.62,49.21,60,1.043,65.0,1.5,Specific Gravity,All Grain,1.5,2
BSB - Block Party IPA,American IPA,7,18.93,1.064,1.016,6.3,56.31,5.85,26.5,60,1.046,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
American IPA,American IPA,7,18.93,1.07,1.0170000000000001,7.08,64.02,8.17,9.46,60,1.141,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
Spiced Winter Ale,Scottish Light 60/-,141,18.93,1.046,1.011,4.51,20.4,12.67,11.36,60,1.0759999999999998,25.0,2.1925,Specific Gravity,extract,2.1925,2
Tripel,Belgian Tripel,26,1250.0,1.082,1.011,9.33,39.9,4.83,1390.0,90,1.074,65.0,2.0,Specific Gravity,All Grain,2.0,3
Oktoberfest,Oktoberfest/Märzen,115,41.64,1.055,1.015,5.17,25.18,10.3,53.0,60,1.043,75.0,1.56,Specific Gravity,All Grain,1.56,2
Spare Parts Ale,American Pale Ale,10,18.93,1.042,1.0070000000000001,4.62,37.25,2.99,24.61,60,1.032,80.0,1.5,Specific Gravity,All Grain,1.5,2
Freshers Fair IPA,American IPA,7,20.0,1.055,1.013,5.51,56.46,5.59,25.0,60,1.044,65.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
Leftover wheat,Belgian Specialty Ale,25,3.79,1.056,1.0070000000000001,6.41,41.29,4.86,6.62,60,1.032,70.0,1.5,Specific Gravity,All Grain,1.5,2
APA keg split #2,American Pale Ale,10,22.0,1.054,1.013,5.39,21.63,9.64,26.0,60,1.046,75.0,2.2804632561436686,Specific Gravity,All Grain,2.2804632561436686,2
Vanilla Coffee Porter,Robust Porter,129,18.93,1.056,1.014,5.53,37.08,29.34,21.77,60,1.048,65.0,1.25,Specific Gravity,All Grain,1.25,5
Brew #5 IPA w/ warrior  simcoe  citra  amari...,American IPA,7,20.82,1.064,1.015,6.43,55.85,7.99,28.39,60,1.047,65.0,1.5,Specific Gravity,All Grain,1.5,2
Dry stout,Dry Stout,58,20.0,1.048,1.01,5.09,43.19,32.09,25.0,60,1.0390000000000001,65.0,3.0,Specific Gravity,All Grain,3.0,5
Traquair Clone,Strong Scotch Ale,160,41.64,1.077,1.021,7.34,43.39,15.62,54.51,120,1.0590000000000002,73.0,1.5,Specific Gravity,All Grain,1.5,2
